ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-6.043133449786496e-16,0.25919471072588524,-0.1394708713751093,0.11241484558326897,0.9613574163522318,1.708954233030653,-1.1806505657521278,1.3061494341097448,-1.2862975839507313,0.0
-2.289339378575382,-2.0364136650369358,-0.385986649553349,-0.3076937081044106,3.1459871423429143e-15,2.062574999579364,0.27059723987304235,-0.6384799828522129,0.6842178911400506,0.0
0.6928677893955222,0.8476648329496834,-0.2400473367970158,1.3605938595071565,3.1459871423429143e-15,-0.09403211476423624,0.7811168574507188,0.00150940884259461,-1.1673654621705243,0.0
0.8409504017900983,0.5476513738775178,0.0004933044420881189,0.5920078206187585,0.6395189964593575,-0.7788299619632442,1.2551344298168203,2.1528737557765947,0.8484115203631912,0.0
1.36856889473734,-0.46442908670804023,-0.46024857027889415,-0.36369793312202997,-0.6541765124390916,-0.34393890863273974,-0.824357169283179,-2.181598635553964,0.1387855311835096,0.0
-1.018354552180372,-0.24505658624016735,0.7681552044519208,0.26698284546690054,-0.1964024392696852,-1.8034164046994228,-1.779276241536275,-0.7279816001603651,-1.8033373530673005,0.0
2.1385317286839243,1.5727039917640286,0.7682725510024275,0.24710701574839383,1.657233878910013,-1.7640196775193027,-0.14973587720616663,1.1547355642711716,-1.6581549379326515,0.0
1.0580531940171125,0.21268688265296734,-0.9514976176544342,-1.6168803225152013,-0.8430673537051488,0.5989543332683132,-0.5808200544526513,-0.2281902564907164,0.5570408723888756,0.0
-6.043133449786496e-16,-2.3538105640337537,-0.88152204716074,0.430804982599945,-1.802270907802829,-0.45574505125241593,-0.4773533816426017,-0.7907066797390956,-0.4764660749430315,0.0
2.7892779641787246,0.9387745904100742,0.3958393935726953,1.235070636960992,1.9444246183143636,1.7037177072792622,1.1013342999266293,0.3539126185759925,0.5174865590556367,0.0
0.19040592273593318,-0.9383708013074498,1.1906290812878737,0.27066742883736467,-0.1978970103015882,-0.0101679696050385,0.39358378754040124,0.7828598641944402,-0.39024568951289884,0.0
0.6080886771176178,0.6790563989266257,-0.3702919790766406,0.6242612504008946,3.1459871423429143e-15,-0.7685379619609984,0.07279335376697806,0.6399007285174323,0.05758561107280983,0.0
0.026555787448039093,-1.206534235127654,-0.3744943347004927,-2.2214712027993695,-1.4232390695152235,-0.9712709531062311,0.49719956917043473,0.831108725274591,-0.6677617041187873,0.0
-6.043133449786496e-16,-1.4051690953931797,0.6064934953709149,-0.1794576452057249,-0.9508233800649788,-0.5747096045886809,1.5375949966441518,0.6414281988014034,0.5731245042031655,0.0
0.28266229260091547,0.273020725712871,0.7270153287212616,-1.2949602033948382,3.1459871423429143e-15,0.22818769330484376,-0.3194584964177501,0.24759321934122883,1.0388751774945033,0.0
-0.49908618927670073,-0.2931312774385212,2.172993862058257,1.5840605062100765,0.8498721392362466,1.1203593118059274,-0.8299497236553361,0.5502038072278111,0.524902458387655,0.0
-0.01973741617227118,0.4465406809721418,1.0227296175073868,1.8779618350912088,3.1459871423429143e-15,-1.3743530439870406,1.8478492471303798,-0.6180247405596777,0.38659089856277196,0.0
1.4293531568652516,2.3557389050646536,0.2312284717223603,-0.13727642751588276,1.7869377537165385,0.6406190400033893,-0.2713792431857427,0.3209816105779938,0.688068541634682,0.0
1.2891264246157483,2.5243595431497297,-0.29127714108225844,-0.5799411491685054,3.1459871423429143e-15,0.06482820601965561,-0.4221148599998181,-0.16331441650431394,-1.961774432313836,0.0
0.19748898238298157,0.5513994297095803,0.41247081601104785,-1.6992254284255848,0.054754317117059234,0.5408799223060462,-0.5368773966998743,-0.22825569565048673,-1.8025800188912815,0.0
-6.043133449786496e-16,0.9449671594083829,0.03324594052738442,2.029032938468787,3.1459871423429143e-15,1.5915385060582368,0.6187833269673936,-1.3327104576839077,0.21356441498066894,0.0
-0.28616277830903286,-0.8543260496095828,1.0185963638413111,-0.7982519186668066,-0.632173615325943,1.2060896363103097,1.0881614656100524,0.6751889975636972,-0.27822009637613465,0.0
-6.043133449786496e-16,0.596456762606812,-0.5596826985441173,-0.957275041858789,-0.18905224056909267,0.12437654314377093,-0.02899576348148776,-0.4148297332934976,1.9127707260379931,0.0
-2.162516487600832,0.016235889479908096,-0.09656324669380582,-0.07958160542164934,3.1459871423429143e-15,0.2261277221679795,0.7026311590573295,1.5085093924042212,0.7199320168971386,0.0
-1.1434010965072414,-1.6921937330365073,-0.5415048758927578,1.8539900819947637,-0.14991619667068143,0.5775023519233478,-0.9156297141097792,-0.6002474699419014,1.0996290960018604,0.0
-0.38536247764183734,0.072939133111179,-0.0907230031868891,0.9784039730437782,-0.28168914704596687,-0.15981171324506738,0.18594107834540863,0.8531201439813736,1.5816441926345652,0.0
-2.473739177093241,0.35153930285766855,1.3015140473351265,1.0486639692361055,1.3900184431696032,0.19280326639751716,-0.14483606640450244,-2.2902650907368107,0.2788940618834115,0.0
-6.043133449786496e-16,-1.539215552206765,-1.0025007282648513,0.49541729806590656,-0.8239119227259379,-1.574207709628831,-0.4702559856561749,-1.0692545883907831,0.04881039272532655,0.0
-6.043133449786496e-16,2.1308614472131544,0.49603709327086537,0.36503088702178965,1.7049990577138645,-0.7638124567115474,-1.1899720643728935,-0.8490840965289724,0.03175604724392843,0.0
-6.043133449786496e-16,-1.4666710807151058,-0.7779740201289073,1.2158853451651686,-0.7406235514358996,1.702718617683211,0.6904238512381073,-0.8701525514582983,2.654743342261331,0.0
0.06848466517303745,0.4032306684107602,-0.7776527655549075,-0.7123877525666772,0.12620423437194844,-1.0406141185387758,-1.923528290539305,0.3260928314226539,1.438070749737746,0.0
1.8674807039476304,-0.17073525903884776,-0.26646950238039446,-0.2304309422585563,3.1459871423429143e-15,0.3295452909669149,0.7903079162542099,-1.2249470971455834,-1.4217171986792454,0.0
2.2810263298810454,-2.3902321277431677,0.035678251084787276,0.6565577583078138,-0.7213714233901733,-0.16356879539458277,-0.4215254669106229,-0.04203682521509494,1.3976363567712826,0.0
0.22681263160775603,1.1764362291168375,1.202404533673555,-0.17457494241913843,1.4776931894133547,-0.1759861716411172,-1.2214552826888485,-1.38937888242947,-1.0331918832611986,0.0
-6.043133449786496e-16,1.09235701732127,-0.8243064531698892,-1.0407612753723685,3.1459871423429143e-15,-0.5224908445312311,-0.6403424144091779,1.2484202781883371,1.3615667470989186,0.0
-1.3369634563745165,-0.13435095347643333,-0.2730105787640114,-0.670668935207567,-0.2750468062503936,0.19233927001591036,-1.0032733269181273,-1.0881934162168443,-0.08291739813174029,0.0
-2.3399950886995042,-0.37903790839441237,0.31229694870000896,-1.0007072133753219,-1.3204221295643253,0.37933832468893747,-1.5874993727088824,0.4565324613639681,-0.6439276829746707,0.0
-0.9952362036041951,3.2811333826435147,-0.539750417273482,-0.6451638764716925,3.1459871423429143e-15,-0.3308126838338285,-0.610694711843774,0.963546812181504,-1.3716385706273033,0.0
-6.043133449786496e-16,-1.6096176022941904,-0.23631394816078313,-0.7780443254527556,3.1459871423429143e-15,0.011453298054533177,2.474537599379232,-0.8417453900558586,-1.357519011265859,0.0
1.4876138104326788,0.06828642628325318,0.3045010000537028,-0.6391437501710769,-0.15768404556764568,-0.36291962312444,0.6611928235570721,-2.284004267009809,0.4578178658973142,0.0
-6.043133449786496e-16,1.1403739303836646,-1.1759889693493042,-1.5938968351891698,-0.6845170020959007,-0.9504249035768528,1.2256174804606643,-1.5042883438679415,-0.5854204972323246,0.0
-1.1899138759080001,-0.045488738267326606,-0.6108217240798063,0.5506248125543775,-0.4732149764258601,-1.127122451910504,-1.24089540744182,-0.43276298697689414,0.5998412229796276,0.0
0.044210140763972824,1.2873236068475284,0.7717655447584169,-0.1947432835324998,1.4444955575936405,-1.1653309175503666,-0.9649751471150041,-0.016378539533556,1.5581977833083416,0.0
